member_id,employee_number,nrc,first_name,last_name,gender,date_of_birth,date_joined_employer,date_joined_scheme,employment_status,department,sector,retirement_age,normal_retirement_date,current_age,service_years,pensionable_service_years,years_to_retirement,basic_salary,housing_allowance,transport_allowance,total_monthly_salary,pensionable_salary,annual_pensionable_salary,employee_contribution_rate,employer_contribution_rate,employee_monthly_contribution,employer_monthly_contribution,total_monthly_contribution,ee_accumulated_contributions,er_accumulated_contributions,total_accumulated_contributions,investment_return_assumption,salary_growth_assumption,inflation_assumption,accrual_rate,withdrawal_rate,disability_rate,spouse_percentage,mortality_table,benefit_formula_type,pension_type,projected_final_salary,projected_pension_benefit,last_valuation_date,status
MBR0000058,EMP000058,936938/95/6,Member58,Surname186,Female,1994-08-05,2017-04-29,2017-12-17,Active,Client Services,Parastatal,55.0,2049-04-28,32.0,9.0,8.48,23.0,34070.0,5837.36,1847.38,41754.74,33161.42,397937.04,0.08,0.12,2652.91,3979.37,6632.28,278282.14,453484.5,731766.64,0.0957,0.0652,0.0604,0.02,0.0444,0.006,0.63,PA(90),Hybrid,Hybrid,141758.71,90725.57,2026-12-31,Active
MBR0000059,EMP000059,808820/52/7,Member59,Surname74,Male,1979-02-01,2016-04-29,2016-06-15,Active,Legal & Compliance,Private,60.0,2039-04-29,47.0,10.0,9.27,13.0,42418.0,5976.19,2449.67,50843.86,42138.34,505660.08,0.06,0.08,2528.3,3371.07,5899.37,278072.08,409284.25,687356.33,0.0965,0.0704,0.0712,0.0167,0.0292,0.003,0.59,PMA92,Hybrid,Hybrid,102041.48,39194.13,2026-12-31,Active
MBR0000060,EMP000060,874410/42/8,Member60,Surname118,Male,1986-05-06,2021-04-29,2022-02-08,Active,Human Resources,Parastatal,65.0,2051-04-29,40.0,5.0,4.88,25.0,33447.0,4552.57,2517.11,40516.68,29314.73,351776.76,0.07,0.1,2052.03,2931.47,4983.5,110362.79,193602.3,303965.09,0.0794,0.0509,0.0539,0.02,0.0479,0.006,0.61,PMA92,Hybrid,Hybrid,101419.32,60851.59,2026-12-31,Active
MBR0000061,EMP000061,701147/87/1,Member61,Surname445,Female,1984-03-20,2016-04-29,2017-03-19,Active,Actuarial,Parastatal,65.0,2049-04-28,42.0,10.0,9.31,23.0,5304.0,542.97,442.38,6289.35,4901.68,58820.16,0.07,0.12,343.12,588.2,931.32,42033.51,80087.8,122121.31,0.0733,0.049,0.0738,0.025,0.032,0.0041,0.6,SAPS S2,Hybrid,Hybrid,14729.27,12151.65,2026-12-31,Inactive
MBR0000062,EMP000062,964302/34/3,Member62,Surname482,Male,1962-04-09,2004-04-29,2004-08-15,Deferred,Operations,Public,60.0,2026-04-29,64.0,22.0,20.38,0.0,55794.0,8951.14,6047.43,70792.57,53127.01,637524.12,0.06,0.08,3187.62,4250.16,7437.78,946550.86,1016440.88,1962991.74,0.0974,0.0456,0.0703,0.025,0.0329,0.0055,0.54,A1967-70,DC,Defined Contribution,53127.01,29219.86,2026-12-31,Active
MBR0000063,EMP000063,766953/86/5,Member63,Surname321,Female,1980-06-12,2006-04-29,2007-02-27,Active,Investment,Public,60.0,2040-04-28,46.0,20.0,19.38,14.0,107116.0,11332.51,6915.39,125363.9,99386.21,1192634.52,0.08,0.08,7950.9,7950.9,15901.8,1828250.04,2096805.6,3925055.64,0.0811,0.0476,0.0559,0.02,0.0495,0.0053,0.57,PMA92,DC,Defined Contribution,190573.71,129590.12,2026-12-31,Inactive
MBR0000064,EMP000064,462583/85/6,Member64,Surname200,Male,1962-02-06,2022-04-29,2023-01-29,Active,Legal & Compliance,Private,55.0,2026-04-29,64.0,4.0,3.61,0.0,4002.0,678.64,281.18,4961.82,3879.58,46554.96,0.1,0.12,387.96,465.55,853.51,16879.28,20327.49,37206.77,0.0776,0.0454,0.0783,0.02,0.0249,0.0071,0.63,A1967-70,Hybrid,Hybrid,3879.58,310.37,2026-12-31,Active
MBR0000065,EMP000065,658859/35/4,Member65,Surname59,Female,1977-12-24,2019-04-30,2020-03-04,Retired,Actuarial,Public,60.0,2038-04-29,48.0,7.0,6.47,12.0,18409.0,3549.94,1899.77,23858.71,16001.91,192022.92,0.08,0.15,1280.15,2400.29,3680.44,117355.7,196883.99,314239.69,0.0963,0.0611,0.0723,0.025,0.0351,0.006,0.6,PA(90),DB,Defined Benefit,32602.25,15486.07,2026-12-31,Active
MBR0000066,EMP000066,187592/35/5,Member66,Surname394,Female,1962-12-03,1998-04-29,1998-07-28,Active,Technology,Parastatal,65.0,2028-04-28,63.0,28.0,26.27,2.0,5615.0,1231.28,658.32,7504.6,5380.72,64568.64,0.1,0.15,538.07,807.11,1345.18,170092.33,286182.84,456275.17,0.0842,0.0795,0.0528,0.02,0.0494,0.0091,0.55,SAPS S2,DC,Defined Contribution,6270.26,3762.16,2026-12-31,Active
MBR0000067,EMP000067,300960/76/6,Member67,Surname442,Male,1994-03-22,2022-04-29,2022-12-25,Active,Corporate Affairs,Public,65.0,2059-04-29,32.0,4.0,3.69,33.0,26604.0,4909.2,2253.16,33766.36,22833.72,274004.64,0.07,0.15,1598.36,3425.06,5023.42,62325.08,157592.41,219917.49,0.0984,0.042,0.0725,0.02,0.0359,0.0082,0.54,SAPS S2,DC,Defined Contribution,88758.79,65681.5,2026-12-31,Active
MBR0000068,EMP000068,845105/25/3,Member68,Surname106,Male,1989-11-15,2018-04-29,2019-01-13,Retired,Legal & Compliance,Parastatal,65.0,2055-04-29,36.0,8.0,7.27,29.0,14379.0,2407.47,1363.57,18150.04,12656.83,151881.96,0.1,0.12,1265.68,1518.82,2784.5,114193.75,150391.43,264585.18,0.0742,0.0789,0.0771,0.025,0.0236,0.0026,0.67,PMA92,Hybrid,Hybrid,114493.16,105906.17,2026-12-31,Active
MBR0000069,EMP000069,957617/71/6,Member69,Surname428,Male,1982-01-02,2008-04-29,2008-11-26,Active,Finance,Private,65.0,2047-04-29,44.0,18.0,16.34,21.0,18586.0,3314.23,1856.6,23756.83,17045.39,204544.68,0.07,0.1,1193.18,1704.54,2897.72,223677.46,411857.43,635534.89,0.0778,0.0461,0.0574,0.025,0.043,0.0045,0.54,PMA92,Hybrid,Hybrid,43918.17,42820.22,2026-12-31,Active
MBR0000070,EMP000070,793865/31/7,Member70,Surname415,Female,2000-07-12,2020-04-29,2020-11-22,Active,Legal & Compliance,Private,60.0,2060-04-28,26.0,6.0,5.73,34.0,15462.0,2992.39,919.3,19373.69,14751.23,177014.76,0.08,0.12,1180.1,1770.15,2950.25,70491.19,124740.63,195231.82,0.0823,0.0435,0.0567,0.02,0.0428,0.0058,0.58,PA(90),Hybrid,Hybrid,62743.92,50195.14,2026-12-31,Active
MBR0000071,EMP000071,584874/75/6,Member71,Surname17,Female,1965-05-02,1992-04-29,1992-11-07,Active,Corporate Affairs,Parastatal,65.0,2030-04-29,61.0,34.0,32.54,4.0,8862.0,1526.38,1014.86,11403.24,8188.72,98264.64,0.07,0.15,573.21,1228.31,1801.52,229246.21,437180.51,666426.72,0.0765,0.0438,0.05,0.02,0.0246,0.0095,0.53,SAPS S2,DC,Defined Contribution,9720.42,7387.52,2026-12-31,Active
MBR0000072,EMP000072,749562/86/4,Member72,Surname466,Male,1988-03-10,2020-04-29,2020-09-26,Active,Human Resources,Public,65.0,2053-04-28,38.0,6.0,5.52,27.0,18869.0,4026.91,2065.8,24961.71,18865.68,226388.16,0.06,0.1,1131.94,1886.57,3018.51,73363.83,122949.08,196312.91,0.0875,0.0797,0.0797,0.02,0.0359,0.0087,0.55,PA(90),DC,Defined Contribution,149574.03,98718.86,2026-12-31,Active
MBR0000073,EMP000073,194336/77/8,Member73,Surname277,Female,1984-11-06,2006-04-29,2007-03-25,Active,Corporate Affairs,Public,65.0,2050-04-29,41.0,20.0,18.04,24.0,11850.0,2181.78,1011.81,15043.59,11204.18,134450.16,0.07,0.12,784.29,1344.5,2128.79,175697.27,300825.14,476522.41,0.0738,0.0475,0.0755,0.02,0.0295,0.0034,0.61,A1967-70,DB,Defined Benefit,34125.33,30030.29,2026-12-31,Active
MBR0000074,EMP000074,226868/74/2,Member74,Surname300,Male,2004-10-07,2024-04-29,2024-11-27,Active,Finance,Parastatal,55.0,2059-04-29,22.0,2.0,1.99,33.0,9864.0,1644.36,798.98,12307.34,8490.63,101887.56,0.08,0.15,679.25,1273.59,1952.84,13113.44,26636.63,39750.07,0.0971,0.062,0.0545,0.02,0.0348,0.0044,0.58,PA(90),Hybrid,Hybrid,61808.61,43266.03,2026-12-31,Active
MBR0000075,EMP000075,174881/25/2,Member75,Surname412,Male,1973-10-10,2022-04-29,2022-09-04,Active,Legal & Compliance,Public,65.0,2038-04-29,53.0,4.0,3.97,12.0,13270.0,2542.01,1384.93,17196.94,12892.84,154714.08,0.08,0.08,1031.43,1031.43,2062.86,49014.0,51556.44,100570.44,0.0774,0.0417,0.0567,0.02,0.026,0.0094,0.5,PMA92,DB,Defined Benefit,21050.41,6736.13,2026-12-31,Inactive
MBR0000076,EMP000076,750461/55/5,Member76,Surname156,Female,1983-10-23,2005-04-29,2006-02-01,Active,Operations,Parastatal,65.0,2048-04-28,43.0,21.0,20.94,22.0,19648.0,2195.14,2151.17,23994.31,18509.87,222118.44,0.08,0.1,1480.79,1850.99,3331.78,383882.47,401814.47,785696.94,0.0922,0.043,0.0719,0.025,0.042,0.005,0.53,PMA92,DC,Defined Contribution,46736.71,50241.96,2026-12-31,Active
MBR0000077,EMP000077,779033/77/2,Member77,Surname143,Male,1978-11-22,2011-04-30,2012-01-22,Active,Corporate Affairs,Parastatal,60.0,2039-04-29,47.0,15.0,14.0,13.0,31346.0,4271.05,2924.78,38541.83,31001.21,372014.52,0.06,0.12,1860.07,3720.15,5580.22,400075.96,576039.47,976115.43,0.0727,0.067,0.0602,0.0167,0.0454,0.0062,0.64,PMA92,DC,Defined Contribution,72030.44,33681.43,2026-12-31,Active
MBR0000078,EMP000078,783747/19/4,Member78,Surname7,Female,1994-03-06,2023-04-30,2023-06-11,Active,Investment,Private,65.0,2059-04-29,32.0,3.0,2.77,33.0,3708.0,753.21,197.7,4658.91,3311.2,39734.4,0.06,0.1,198.67,331.12,529.79,6907.1,12024.63,18931.73,0.0784,0.0413,0.0684,0.02,0.0337,0.0052,0.64,PA(90),DB,Defined Benefit,12588.94,9064.04,2026-12-31,Active
MBR0000079,EMP000079,963857/58/5,Member79,Surname74,Male,1996-03-27,2024-04-29,2024-05-06,Retired,Executive,Private,65.0,2061-04-28,30.0,2.0,1.87,35.0,5106.0,1110.16,592.13,6808.29,4357.16,52285.92,0.08,0.12,348.57,522.86,871.43,7645.59,13992.01,21637.6,0.089,0.0772,0.0794,0.0167,0.0496,0.0021,0.58,PMA92,DC,Defined Contribution,58826.85,36349.11,2026-12-31,Active
MBR0000080,EMP000080,472164/86/7,Member80,Surname195,Male,2004-05-07,2025-04-29,2026-04-20,Active,Finance,Public,65.0,2069-04-28,22.0,1.0,0.95,43.0,55172.0,7716.99,4705.31,67594.3,47646.83,571761.96,0.07,0.15,3335.28,7147.02,10482.3,40061.99,101926.86,141988.85,0.0778,0.0602,0.0758,0.02,0.0493,0.0035,0.55,PMA92,DB,Defined Benefit,588449.78,517835.81,2026-12-31,Active
MBR0000081,EMP000081,957284/31/6,Member81,Surname373,Male,1980-08-15,2007-04-30,2008-01-03,Active,Actuarial,Parastatal,60.0,2040-04-28,46.0,19.0,17.35,14.0,11161.0,1700.15,1118.03,13979.18,10267.86,123214.32,0.07,0.15,718.75,1540.18,2258.93,168591.36,310964.45,479555.81,0.097,0.0537,0.0512,0.02,0.0442,0.0095,0.6,A1967-70,DC,Defined Contribution,21355.89,14094.89,2026-12-31,Active
MBR0000082,EMP000082,476384/44/8,Member82,Surname170,Female,1974-11-04,2010-04-29,2010-08-31,Deferred,Human Resources,Private,60.0,2035-04-29,51.0,16.0,14.92,9.0,5666.0,1087.68,288.9,7042.58,5604.53,67254.36,0.06,0.08,336.27,448.36,784.63,54446.67,77140.84,131587.51,0.0782,0.0413,0.0584,0.0167,0.0227,0.0022,0.53,PMA92,Hybrid,Hybrid,8067.18,3368.05,2026-12-31,Active
MBR0000083,EMP000083,220080/13/6,Member83,Surname385,Female,1988-11-26,2025-04-29,2025-10-30,Active,Corporate Affairs,Public,65.0,2054-04-29,37.0,1.0,0.98,28.0,43218.0,9794.96,4870.03,57882.99,39551.06,474612.72,0.08,0.12,3164.08,4746.13,7910.21,35059.92,66732.31,101792.23,0.0728,0.0798,0.0731,0.0167,0.0381,0.0089,0.52,PA(90),DB,Defined Benefit,339446.38,164393.88,2026-12-31,Active
MBR0000084,EMP000084,534983/83/8,Member84,Surname129,Male,1968-10-11,2002-04-29,2002-10-09,Retired,Corporate Affairs,Private,60.0,2028-04-28,58.0,24.0,23.93,2.0,32753.0,4603.47,3686.74,41043.21,29932.82,359193.84,0.07,0.1,2095.3,2993.28,5088.58,583591.39,778400.34,1361991.73,0.0851,0.0461,0.0606,0.02,0.0435,0.0097,0.64,PMA92,DC,Defined Contribution,32756.24,17033.24,2026-12-31,Active
MBR0000085,EMP000085,332868/26/3,Member85,Surname162,Male,1980-08-26,2020-04-29,2021-02-21,Active,Technology,Public,65.0,2045-04-28,46.0,6.0,5.75,19.0,7647.0,1411.48,768.32,9826.8,6567.45,78809.4,0.07,0.12,459.72,788.09,1247.81,27373.93,57020.36,84394.29,0.0778,0.0665,0.0536,0.025,0.0415,0.0055,0.53,SAPS S2,DB,Defined Benefit,22317.89,13948.68,2026-12-31,Active
MBR0000086,EMP000086,204849/68/1,Member86,Surname170,Female,1972-05-16,2015-04-30,2016-03-13,Retired,Executive,Parastatal,65.0,2037-04-28,54.0,11.0,10.62,11.0,3438.0,823.21,399.92,4661.13,3084.6,37015.2,0.07,0.1,215.92,308.46,524.38,27545.63,35668.58,63214.21,0.097,0.0501,0.0712,0.0167,0.0228,0.0096,0.63,A1967-70,DC,Defined Contribution,5281.24,1940.33,2026-12-31,Active
MBR0000087,EMP000087,369438/56/1,Member87,Surname454,Male,1968-07-03,1993-04-29,1993-09-10,Retired,Risk Management,Public,65.0,2033-04-28,58.0,33.0,32.32,7.0,8727.0,1205.92,672.11,10605.03,7675.78,92109.36,0.06,0.12,460.55,921.09,1381.64,174218.5,342192.98,516411.48,0.086,0.0709,0.0614,0.02,0.0218,0.0054,0.62,SAPS S2,DB,Defined Benefit,12398.38,9918.7,2026-12-31,Inactive
MBR0000088,EMP000088,118475/26/8,Member88,Surname170,Male,2004-09-23,2025-04-29,2025-11-20,Active,Investment,Parastatal,60.0,2064-04-28,22.0,1.0,0.97,38.0,35230.0,8117.14,3312.55,46659.69,33181.94,398183.28,0.08,0.12,2654.56,3981.83,6636.39,36557.16,38921.85,75479.01,0.0867,0.0487,0.0758,0.02,0.0261,0.0027,0.65,PMA92,DC,Defined Contribution,202138.93,157668.37,2026-12-31,Active
MBR0000089,EMP000089,604167/48/3,Member89,Surname299,Male,1993-07-13,2023-04-30,2024-04-18,Active,Client Services,Private,65.0,2058-04-29,33.0,3.0,2.97,32.0,4538.0,480.7,458.31,5477.01,3886.69,46640.28,0.05,0.12,194.33,466.4,660.73,8251.99,18513.12,26765.11,0.0841,0.0594,0.0631,0.02,0.0499,0.0026,0.57,PA(90),Hybrid,Hybrid,24631.96,17242.37,2026-12-31,Active
MBR0000090,EMP000090,376321/22/6,Member90,Surname214,Male,1998-07-15,2023-04-30,2023-07-02,Active,Executive,Private,65.0,2063-04-29,28.0,3.0,2.91,37.0,7596.0,835.91,594.23,9026.14,6548.07,78576.84,0.06,0.15,392.88,982.21,1375.09,12497.13,31089.79,43586.92,0.0872,0.0599,0.0674,0.02,0.046,0.005,0.6,SAPS S2,DB,Defined Benefit,56352.65,45082.12,2026-12-31,Active
MBR0000091,EMP000091,460931/23/5,Member91,Surname415,Male,1975-10-03,2009-04-29,2010-01-19,Active,Finance,Parastatal,60.0,2035-04-29,51.0,17.0,15.39,9.0,21991.0,4955.22,1236.44,28182.66,18770.71,225248.52,0.05,0.15,938.54,2815.61,3754.15,171144.46,585475.42,756619.88,0.0828,0.0718,0.0647,0.02,0.0343,0.0091,0.61,SAPS S2,Hybrid,Hybrid,35035.19,18218.3,2026-12-31,Active
MBR0000092,EMP000092,365938/77/2,Member92,Surname493,Male,1969-05-29,2023-04-30,2023-09-10,Active,Technology,Private,65.0,2034-04-29,57.0,3.0,2.71,8.0,11922.0,1640.8,900.75,14463.55,10401.84,124822.08,0.1,0.12,1040.18,1248.22,2288.4,31961.12,48420.42,80381.54,0.0954,0.0495,0.0545,0.0167,0.0424,0.0026,0.6,A1967-70,DB,Defined Benefit,15309.81,2812.41,2026-12-31,Active
MBR0000093,EMP000093,917761/96/4,Member93,Surname209,Male,1980-10-23,2018-04-29,2018-12-02,Active,Corporate Affairs,Public,65.0,2045-04-28,46.0,8.0,7.63,19.0,3947.0,723.44,362.14,5032.58,3824.01,45888.12,0.08,0.15,305.92,573.6,879.52,32960.33,49498.84,82459.17,0.0867,0.0519,0.0599,0.025,0.0346,0.0029,0.54,PA(90),DC,Defined Contribution,10000.78,6750.53,2026-12-31,Active
MBR0000094,EMP000094,271488/69/4,Member94,Surname219,Male,1967-11-26,1999-04-30,1999-06-14,Retired,Executive,Parastatal,60.0,2028-04-28,58.0,27.0,26.34,2.0,59693.0,12467.19,3271.38,75431.57,56933.81,683205.72,0.08,0.12,4554.7,6832.06,11386.76,1669454.42,2406922.67,4076377.09,0.0876,0.0529,0.0709,0.025,0.0499,0.0033,0.53,PA(90),DB,Defined Benefit,63116.73,45759.63,2026-12-31,Active
MBR0000095,EMP000095,458863/62/2,Member95,Surname111,Male,1968-04-04,2023-04-30,2023-05-17,Deferred,Research & Analytics,Private,65.0,2033-04-28,58.0,3.0,2.92,7.0,15022.0,3125.06,1425.71,19572.77,14549.35,174592.2,0.08,0.1,1163.95,1454.94,2618.89,43682.15,44022.39,87704.54,0.0782,0.0611,0.0762,0.02,0.0448,0.0067,0.6,A1967-70,DB,Defined Benefit,22036.26,4407.25,2026-12-31,Active
MBR0000096,EMP000096,931136/64/8,Member96,Surname479,Male,1967-12-20,2024-04-29,2025-01-18,Active,Technology,Private,65.0,2033-04-28,58.0,2.0,1.88,7.0,3251.0,419.23,247.52,3917.75,3223.76,38685.12,0.07,0.1,225.66,322.38,548.04,4561.76,7236.7,11798.46,0.0945,0.0553,0.0732,0.025,0.0215,0.0094,0.65,A1967-70,DC,Defined Contribution,4698.88,1057.25,2026-12-31,Active
MBR0000097,EMP000097,385423/84/3,Member97,Surname73,Female,1977-08-11,2004-04-29,2005-02-22,Active,Operations,Public,65.0,2042-04-29,49.0,22.0,20.3,16.0,118301.0,26543.5,8210.55,153055.05,101502.11,1218025.32,0.1,0.15,10150.21,15225.32,25375.53,2714400.2,4248301.53,6962701.73,0.0839,0.0568,0.0536,0.0167,0.0365,0.0037,0.53,A1967-70,Hybrid,Hybrid,245674.42,155904.99,2026-12-31,Active
MBR0000098,EMP000098,100000/48/5,Member98,Surname170,Male,1971-03-16,2015-04-30,2016-03-27,Active,Corporate Affairs,Parastatal,60.0,2031-04-29,55.0,11.0,10.17,5.0,47074.0,9164.97,4397.19,60636.16,44526.44,534317.28,0.08,0.08,3562.12,3562.12,7124.24,556357.86,486300.19,1042658.05,0.0934,0.0551,0.0504,0.02,0.0358,0.005,0.66,PA(90),DB,Defined Benefit,58221.86,18631.0,2026-12-31,Active
MBR0000099,EMP000099,753437/18/4,Member99,Surname327,Male,1964-07-13,2006-04-29,2006-11-13,Deferred,Human Resources,Private,65.0,2029-04-28,62.0,20.0,19.99,3.0,7750.0,1580.35,401.08,9731.43,6892.53,82710.36,0.07,0.08,482.48,551.4,1033.88,121245.42,141774.77,263020.19,0.0924,0.0607,0.0681,0.02,0.0205,0.0065,0.63,A1967-70,DC,Defined Contribution,8225.39,3783.68,2026-12-31,Active
MBR0000100,EMP000100,876759/21/7,Member100,Surname148,Male,1998-03-17,2023-04-30,2024-01-09,Active,Corporate Affairs,Public,65.0,2063-04-29,28.0,3.0,2.97,37.0,7630.0,1720.03,422.49,9772.52,6708.25,80499.0,0.05,0.1,335.41,670.83,1006.24,11274.73,20923.39,32198.12,0.0835,0.0561,0.073,0.025,0.0227,0.0053,0.66,PA(90),Hybrid,Hybrid,50547.05,50547.05,2026-12-31,Inactive
MBR0000101,EMP000101,922513/90/3,Member101,Surname438,Male,1969-02-28,2007-04-30,2007-10-13,Active,Risk Management,Public,65.0,2034-04-29,57.0,19.0,18.92,8.0,9729.0,1312.28,940.05,11981.33,8782.21,105386.52,0.1,0.12,878.22,1053.87,1932.09,199660.51,266511.11,466171.62,0.0781,0.0598,0.0559,0.025,0.0269,0.0095,0.6,SAPS S2,DC,Defined Contribution,13976.39,9434.06,2026-12-31,Active
MBR0000102,EMP000102,845644/88/3,Member102,Surname364,Female,1990-06-25,2025-04-29,2025-08-12,Active,Corporate Affairs,Public,60.0,2050-04-29,36.0,1.0,0.98,24.0,34896.0,6788.07,3017.4,44701.47,31905.03,382860.36,0.07,0.1,2233.35,3190.5,5423.85,30262.1,33666.92,63929.02,0.0915,0.0704,0.0672,0.025,0.0399,0.0088,0.67,PMA92,DB,Defined Benefit,163292.25,102057.66,2026-12-31,Active
MBR0000103,EMP000103,610255/49/3,Member103,Surname199,Female,1988-02-01,2024-04-29,2024-10-11,Active,Operations,Private,65.0,2053-04-28,38.0,2.0,1.89,27.0,5827.0,780.04,634.26,7241.3,5299.56,63594.72,0.07,0.1,370.97,529.96,900.93,8873.4,14274.92,23148.32,0.0969,0.0428,0.0672,0.02,0.0375,0.006,0.58,PA(90),DB,Defined Benefit,16431.13,9530.06,2026-12-31,Active
MBR0000104,EMP000104,588783/12/8,Member104,Surname197,Female,2002-06-26,2023-04-30,2024-02-16,Active,Technology,Public,65.0,2067-04-29,24.0,3.0,2.96,41.0,5913.0,1246.91,394.49,7554.4,5621.55,67458.6,0.06,0.1,337.29,562.16,899.45,14321.51,19276.93,33598.44,0.0963,0.0795,0.0762,0.0167,0.0407,0.0063,0.57,SAPS S2,Hybrid,Hybrid,129414.99,95094.13,2026-12-31,Active
MBR0000105,EMP000105,700823/46/4,Member105,Surname84,Female,2004-05-11,2024-04-29,2025-03-20,Active,Legal & Compliance,Public,60.0,2064-04-28,22.0,2.0,1.95,38.0,114280.0,15666.47,7711.26,137657.73,99529.29,1194351.48,0.1,0.1,9952.93,9952.93,19905.86,239174.02,285772.27,524946.29,0.0704,0.0623,0.0654,0.025,0.0435,0.0031,0.57,PMA92,DB,Defined Benefit,989335.98,989335.98,2026-12-31,Active
MBR0000106,EMP000106,991029/12/8,Member106,Surname113,Male,1974-07-11,2019-04-30,2019-11-18,Active,Actuarial,Public,60.0,2034-04-29,52.0,7.0,6.81,8.0,5300.0,951.05,527.18,6778.23,4962.36,59548.32,0.05,0.12,248.12,595.48,843.6,18132.42,55318.71,73451.13,0.0808,0.0713,0.0562,0.0167,0.0451,0.0026,0.65,PMA92,Hybrid,Hybrid,8609.48,2156.67,2026-12-31,Active
MBR0000107,EMP000107,642051/41/6,Member107,Surname324,Female,1983-02-18,2013-04-29,2013-12-31,Deferred,Risk Management,Private,65.0,2048-04-28,43.0,13.0,12.37,22.0,7595.0,1119.23,418.27,9132.5,7532.12,90385.44,0.07,0.12,527.25,903.85,1431.1,93473.99,168693.13,262167.12,0.0749,0.072,0.0766,0.0167,0.0278,0.0031,0.52,SAPS S2,DB,Defined Benefit,34769.83,20322.97,2026-12-31,Active
MBR0000108,EMP000108,108659/53/5,Member108,Surname31,Female,1995-06-23,2022-04-29,2022-07-17,Deferred,Operations,Parastatal,65.0,2060-04-28,31.0,4.0,3.84,34.0,103916.0,16399.21,11275.97,131591.18,89499.83,1073997.96,0.08,0.15,7159.99,13424.97,20584.96,391327.0,664932.89,1056259.89,0.0888,0.0541,0.0704,0.02,0.0236,0.004,0.56,SAPS S2,DC,Defined Contribution,536789.32,407959.88,2026-12-31,Active
MBR0000109,EMP000109,320633/29/7,Member109,Surname406,Male,1966-08-28,2025-04-29,2025-05-15,Active,Operations,Parastatal,65.0,2031-04-29,60.0,1.0,0.97,5.0,3199.0,587.98,223.22,4010.2,3005.49,36065.88,0.07,0.15,210.38,450.82,661.2,2310.28,5797.5,8107.78,0.0716,0.0782,0.0794,0.02,0.0267,0.0056,0.58,PMA92,DB,Defined Benefit,4379.37,525.52,2026-12-31,Active
MBR0000110,EMP000110,470502/38/5,Member110,Surname379,Female,1989-03-09,2009-04-29,2009-12-22,Active,Actuarial,Private,60.0,2049-04-28,37.0,17.0,16.9,23.0,21369.0,3524.81,1723.98,26617.79,18950.1,227401.2,0.06,0.12,1137.01,2274.01,3411.02,207136.3,383032.98,590169.28,0.093,0.0551,0.0614,0.02,0.0398,0.0055,0.63,SAPS S2,DB,Defined Benefit,65067.61,52054.09,2026-12-31,Active
MBR0000111,EMP000111,583359/10/1,Member111,Surname81,Male,1975-04-21,2019-04-30,2019-08-23,Retired,Legal & Compliance,Private,60.0,2035-04-29,51.0,7.0,6.37,9.0,9486.0,1741.06,1092.31,12319.37,8114.64,97375.68,0.08,0.1,649.17,811.46,1460.63,44066.16,61334.06,105400.22,0.0736,0.0487,0.0582,0.02,0.0365,0.0046,0.59,PA(90),DB,Defined Benefit,12448.89,3983.64,2026-12-31,Active
MBR0000112,EMP000112,700195/67/3,Member112,Surname483,Male,1982-11-23,2016-04-29,2016-06-07,Retired,Operations,Public,60.0,2043-04-29,43.0,10.0,9.06,17.0,19775.0,3787.77,2354.59,25917.36,17071.08,204852.96,0.1,0.1,1707.11,1707.11,3414.22,214937.84,198304.75,413242.59,0.0815,0.0772,0.0545,0.025,0.0477,0.0065,0.62,PMA92,DC,Defined Contribution,60436.44,40794.6,2026-12-31,Active
MBR0000113,EMP000113,619577/28/8,Member113,Surname282,Male,1998-02-26,2025-04-29,2025-10-12,Active,Executive,Public,60.0,2058-04-29,28.0,1.0,0.99,32.0,7271.0,1500.22,872.21,9643.43,6188.51,74262.12,0.06,0.12,371.31,742.62,1113.93,3671.5,9231.5,12903.0,0.0905,0.0635,0.061,0.02,0.04,0.0058,0.55,PA(90),DC,Defined Contribution,44379.86,29290.71,2026-12-31,Active
MBR0000114,EMP000114,571964/11/3,Member114,Surname124,Male,1976-10-22,2021-04-29,2022-04-24,Retired,Human Resources,Parastatal,60.0,2036-04-28,50.0,5.0,4.96,10.0,3843.0,625.42,279.42,4747.84,3726.76,44721.12,0.1,0.15,372.68,559.01,931.69,19262.29,37252.72,56515.01,0.0744,0.0765,0.0655,0.02,0.0439,0.0098,0.52,A1967-70,Hybrid,Hybrid,7788.82,2336.65,2026-12-31,Active
MBR0000115,EMP000115,746288/63/2,Member115,Surname34,Male,1965-04-14,2014-04-29,2014-08-23,Retired,Human Resources,Private,60.0,2026-04-29,61.0,12.0,11.09,0.0,10199.0,2015.55,601.46,12816.01,10092.82,121113.84,0.07,0.12,706.5,1211.14,1917.64,107999.09,189054.18,297053.27,0.0915,0.075,0.0684,0.02,0.0218,0.0064,0.53,A1967-70,Hybrid,Hybrid,10092.82,2422.28,2026-12-31,Active
MBR0000116,EMP000116,782341/76/3,Member116,Surname147,Female,1965-01-04,2021-04-29,2021-08-19,Active,Research & Analytics,Private,65.0,2030-04-29,61.0,5.0,4.94,4.0,13674.0,1798.31,1621.01,17093.32,11824.07,141888.84,0.08,0.12,945.93,1418.89,2364.82,50963.41,93499.46,144462.87,0.0725,0.071,0.0677,0.0167,0.0429,0.0076,0.55,A1967-70,DB,Defined Benefit,15556.97,2338.21,2026-12-31,Active
